DATE,CATEGORIES,PAYMENT_MODE,DESCRIPTION,AMOUNTS,CASHBACK
2024-03-07,Rent,Credit_card,Monthly house rent,5273.78,476.43
2024-03-07,Insurance,Bank_transfer,Life,5014.45,42.77
2024-03-30,Groceries,Paypal,Monthly groceries,8601.7,584.39
2024-03-15,Entertainment,Visa,Tour,6382.89,357.69
2024-03-26,Groceries,Credit_card,Monthly groceries,9687.55,872.85
2024-03-04,Travel,Check,Accommodation,5083.77,448.75
2024-03-11,Entertainment,Cash,Day off,2245.51,109.19
2024-03-03,Utilities,Paypal,Internet bill,3907.3,243.45
2024-03-08,Insurance,Debit_card,Life,6027.62,71.68
2024-03-07,Subscription,Gpay,Amazon Prime,4458.15,387.88
2024-03-22,Rent,Check,Monthly house rent,4390.82,228.78
2024-03-11,Travel,Cash,Accommodation,7630.79,338.35
2024-03-26,Insurance,Gpay,Car,2897.28,32.97
2024-03-07,Subscription,Visa,Amazon Prime,9263.44,552.0
2024-03-12,Travel,Check,Accommodation,4672.07,200.2
2024-04-16,Insurance,Cash,Life,4799.28,26.58
2024-04-09,Travel,Paytm,Flights,6766.19,262.33
2024-04-14,Entertainment,Paypal,Went to movies,7569.08,692.37
2024-04-02,Entertainment,Paytm,Day off,8472.57,680.22
2024-04-10,Insurance,Paypal,Car,8423.44,420.17
2024-04-28,Insurance,Bank_transfer,Life,6088.57,405.4
2024-04-26,Rent,Bank_transfer,Monthly house rent,7424.62,334.59
2024-04-01,Groceries,Debit_card,Monthly groceries,4374.35,148.17
2024-04-09,Subscription,Paypal,Amazon Prime,3137.39,209.95
2024-04-09,Rent,Paytm,Monthly house rent,6733.79,164.92
2024-04-18,Travel,Paypal,Transportation,9089.06,532.7
2024-04-01,Travel,Paytm,Accommodation,7103.57,288.45
2024-04-28,Rent,Paytm,Monthly house rent,1955.53,169.76
2024-04-08,Entertainment,Paypal,Day off,4821.91,68.74
2024-04-29,Subscription,Bank_transfer,Netflix,3936.54,229.91
2024-04-03,Entertainment,Bank_transfer,Went to movies,5724.61,407.97
2024-04-02,Travel,Debit_card,Transportation,8129.05,149.79
2024-04-03,Insurance,Check,Car,3787.35,198.77
2024-04-15,Groceries,Paytm,Monthly groceries,8519.27,266.56
2024-04-08,Groceries,Debit_card,Monthly groceries,4888.53,204.6
2024-04-07,Subscription,Paypal,Netflix,1249.97,29.84
2024-04-24,Groceries,Check,Monthly groceries,1916.53,38.08
2024-04-25,Entertainment,Gpay,Day off,2468.84,244.24
2024-04-27,Utilities,Visa,Water bill,5537.39,515.85
2024-04-13,Groceries,Debit_card,Monthly groceries,7471.29,311.24
2024-04-17,Travel,Paytm,Transportation,2486.23,63.79
2024-04-03,Utilities,Bank_transfer,Internet bill,1882.39,91.29
2024-04-18,Entertainment,Cash,Went to movies,7730.69,90.25
2024-04-02,Travel,Paypal,Transportation,8140.03,657.27
2024-04-23,Groceries,Paytm,Monthly groceries,8824.53,35.66
2024-04-19,Travel,Paytm,Flights,6635.16,431.71
2024-04-09,Insurance,Gpay,Car,9010.59,557.97
2024-04-12,Subscription,Check,Amazon Prime,4567.2,406.5
2024-04-02,Entertainment,Credit_card,Went to movies,9671.42,484.51
2024-04-09,Subscription,Check,Netflix,5519.32,227.86
2024-04-15,Subscription,Paytm,Amazon Prime,8620.69,305.31
2024-04-03,Travel,Gpay,Flights,6692.59,616.3
2024-04-11,Travel,Check,Transportation,6613.39,639.91
2024-04-15,Rent,Debit_card,Monthly house rent,1533.63,76.89
2024-04-11,Rent,Bank_transfer,Monthly house rent,6022.42,134.38
2024-04-24,Groceries,Debit_card,Monthly groceries,6444.68,593.72
2024-04-23,Subscription,Credit_card,Netflix,9953.4,387.21
2024-04-04,Entertainment,Check,Went to movies,1867.22,139.7
2024-04-13,Subscription,Visa,Netflix,6880.77,320.98
2024-04-16,Insurance,Gpay,Car,9651.72,557.51
2024-04-17,Utilities,Debit_card,Electricity bill,9580.83,397.48
2024-04-28,Utilities,Gpay,Electricity bill,6126.94,52.71
2024-04-15,Rent,Debit_card,Monthly house rent,6583.17,418.1
2024-04-24,Subscription,Cash,Netflix,8370.88,471.34
2024-04-12,Subscription,Debit_card,Amazon Prime,3375.66,300.32
2024-04-07,Utilities,Visa,Electricity bill,5616.54,174.88
2024-04-10,Insurance,Credit_card,Car,3152.14,15.27
2024-04-10,Travel,Cash,Flights,7501.21,162.67
2024-04-23,Rent,Credit_card,Monthly house rent,9086.35,847.66
2024-04-18,Entertainment,Check,Went to movies,1988.63,106.52
2024-04-23,Insurance,Credit_card,Car,3401.71,225.54
2024-04-12,Insurance,Paypal,Life,6843.54,141.01
2024-04-15,Rent,Cash,Monthly house rent,8865.41,344.65
2024-04-23,Utilities,Credit_card,Water bill,3729.28,355.09
2024-04-23,Entertainment,Visa,Tour,2243.43,156.6
2024-04-15,Rent,Bank_transfer,Monthly house rent,3842.04,151.29
2024-04-17,Utilities,Debit_card,Internet bill,3791.0,155.17
2024-04-05,Subscription,Paytm,Amazon Prime,1947.38,7.34
2024-04-25,Entertainment,Paytm,Day off,5770.52,335.31
2024-04-10,Groceries,Check,Monthly groceries,3887.19,35.03
2024-04-01,Utilities,Credit_card,Water bill,2171.76,93.77
2024-04-26,Travel,Cash,Transportation,1127.54,16.61
2024-04-12,Groceries,Check,Monthly groceries,2569.64,82.92
2024-04-07,Rent,Visa,Monthly house rent,8653.59,588.53
2024-04-26,Insurance,Visa,Car,9833.74,17.63
2024-04-16,Rent,Cash,Monthly house rent,5996.02,585.35
2024-04-14,Entertainment,Gpay,Tour,7404.26,621.39
2024-04-26,Rent,Paypal,Monthly house rent,2069.63,175.72
2024-04-21,Travel,Cash,Flights,9418.19,561.37
2024-04-28,Subscription,Check,Amazon Prime,4629.34,391.23
2024-04-25,Subscription,Visa,Netflix,3099.1,193.45
2024-04-29,Subscription,Debit_card,Netflix,9815.84,566.61
2024-04-01,Subscription,Cash,Netflix,9756.3,544.74
2024-04-20,Subscription,Paytm,Amazon Prime,9694.49,833.22
2024-04-08,Insurance,Debit_card,Car,5745.82,264.52
2024-04-16,Utilities,Paypal,Internet bill,4783.43,86.53
2024-04-25,Insurance,Debit_card,Life,3511.37,183.55
2024-04-04,Entertainment,Gpay,Tour,5510.96,274.76
2024-04-25,Utilities,Paytm,Electricity bill,9526.87,937.14
2024-04-13,Insurance,Visa,Life,6010.2,203.79
2024-04-06,Insurance,Visa,Life,5595.85,362.7
2024-04-12,Rent,Credit_card,Monthly house rent,8050.65,275.05
2024-04-24,Subscription,Gpay,Netflix,6194.31,527.69
2024-04-14,Insurance,Credit_card,Car,7201.16,460.09
2024-04-25,Travel,Credit_card,Flights,2822.02,261.22
2024-04-13,Entertainment,Cash,Day off,4207.91,364.59
2024-04-03,Rent,Paypal,Monthly house rent,4070.35,245.64
2024-04-06,Entertainment,Visa,Tour,9730.97,387.45
2024-04-15,Utilities,Gpay,Electricity bill,6512.01,35.91
2024-04-20,Insurance,Debit_card,Car,1584.41,98.58
2024-04-05,Entertainment,Check,Tour,2397.89,103.94
2024-04-08,Rent,Cash,Monthly house rent,1896.88,21.06
2024-04-02,Insurance,Visa,Car,2748.64,97.76
2024-04-15,Insurance,Paypal,Car,4545.47,419.13
2024-04-12,Utilities,Bank_transfer,Internet bill,9601.94,405.23
2024-04-17,Travel,Visa,Accommodation,6850.13,570.25
2024-04-09,Subscription,Paypal,Amazon Prime,1030.1,40.24
2024-04-02,Subscription,Credit_card,Netflix,1398.11,56.01
2024-04-02,Utilities,Paytm,Water bill,1987.76,141.93
2024-04-19,Groceries,Bank_transfer,Monthly groceries,4915.48,491.21
2024-04-23,Travel,Debit_card,Flights,8476.29,674.84
2024-04-19,Subscription,Gpay,Amazon Prime,2875.91,167.59
2024-04-17,Groceries,Cash,Monthly groceries,3020.29,2.4
2024-04-22,Entertainment,Gpay,Went to movies,8821.51,396.41
2024-04-28,Insurance,Visa,Life,8926.22,519.63
2024-04-13,Subscription,Paypal,Amazon Prime,2099.38,164.87
2024-04-09,Entertainment,Debit_card,Tour,1501.85,101.46
2024-04-23,Rent,Debit_card,Monthly house rent,6994.05,346.49
2024-04-01,Entertainment,Bank_transfer,Tour,5992.57,117.88
2024-04-08,Groceries,Credit_card,Monthly groceries,4231.5,169.02
2024-04-04,Travel,Paytm,Transportation,3222.53,241.71
2024-04-11,Entertainment,Credit_card,Day off,2776.04,49.92
2024-04-13,Subscription,Credit_card,Netflix,6711.15,498.26
2024-04-10,Rent,Debit_card,Monthly house rent,9373.81,168.04
2024-04-29,Insurance,Gpay,Life,8928.57,31.35
2024-04-12,Subscription,Debit_card,Netflix,6244.51,304.03
2024-04-23,Subscription,Cash,Amazon Prime,1640.69,156.46
2024-04-22,Insurance,Credit_card,Car,1324.69,16.95
2024-04-16,Rent,Visa,Monthly house rent,2020.33,200.18
2024-04-21,Entertainment,Debit_card,Day off,1582.95,80.9
2024-04-11,Travel,Cash,Transportation,9450.31,869.65
2024-04-25,Rent,Check,Monthly house rent,8183.73,369.01
2024-04-17,Groceries,Check,Monthly groceries,7084.37,468.65
2024-04-08,Travel,Paypal,Transportation,3897.35,47.92
2024-04-14,Utilities,Visa,Internet bill,4267.74,78.38
2024-04-23,Travel,Paytm,Flights,1997.09,169.51
2024-04-07,Subscription,Paypal,Netflix,8750.35,712.13
2024-04-29,Groceries,Credit_card,Monthly groceries,5440.57,338.78
2024-04-17,Subscription,Paytm,Netflix,6138.8,134.88
2024-04-13,Insurance,Cash,Car,2057.65,67.16
2024-04-24,Entertainment,Gpay,Tour,2331.26,219.88
2024-04-25,Travel,Debit_card,Accommodation,2782.85,214.4
2024-04-12,Groceries,Paypal,Monthly groceries,8443.3,209.88
2024-04-24,Groceries,Bank_transfer,Monthly groceries,6917.31,579.2
2024-04-19,Rent,Visa,Monthly house rent,4001.64,43.7
2024-04-17,Groceries,Visa,Monthly groceries,7394.46,292.81
2024-04-19,Subscription,Cash,Netflix,3252.65,104.81
2024-04-21,Travel,Visa,Flights,7126.59,506.98
2024-04-02,Groceries,Check,Monthly groceries,9859.24,565.04
2024-04-19,Rent,Gpay,Monthly house rent,9396.09,922.8
2024-04-22,Travel,Bank_transfer,Flights,3622.56,44.75
2024-04-03,Travel,Credit_card,Flights,6218.96,476.0
2024-04-27,Entertainment,Cash,Day off,4338.46,3.94
2024-04-19,Utilities,Bank_transfer,Water bill,6797.15,420.7
2024-04-25,Rent,Paytm,Monthly house rent,9681.48,519.56
2024-05-30,Insurance,Debit_card,Car,5267.63,30.65
2024-05-16,Subscription,Paypal,Netflix,4835.31,74.2
2024-05-07,Entertainment,Gpay,Day off,9790.03,665.58
2024-05-10,Utilities,Paypal,Electricity bill,2301.35,223.87
2024-05-23,Travel,Paypal,Accommodation,4489.23,6.1
2024-05-21,Rent,Cash,Monthly house rent,1771.37,88.47
2024-05-09,Utilities,Check,Electricity bill,8599.99,701.78
2024-05-27,Subscription,Visa,Netflix,1811.29,76.23
2024-05-06,Groceries,Debit_card,Monthly groceries,6091.36,330.99
2024-05-20,Travel,Visa,Accommodation,2462.56,187.46
2024-05-11,Groceries,Check,Monthly groceries,8581.46,837.65
2024-05-14,Travel,Debit_card,Flights,3325.99,259.13
2024-05-01,Entertainment,Paypal,Tour,3497.66,271.9
2024-05-02,Utilities,Paytm,Electricity bill,1345.28,104.34
2024-05-12,Travel,Paytm,Flights,9566.5,728.97
2024-05-27,Rent,Gpay,Monthly house rent,7479.09,128.76
2024-05-01,Entertainment,Check,Day off,2925.63,167.22
2024-05-15,Entertainment,Paytm,Day off,1982.2,130.47
2024-05-10,Rent,Gpay,Monthly house rent,1632.35,89.71
2024-05-18,Subscription,Credit_card,Netflix,5752.58,211.42
2024-05-20,Rent,Bank_transfer,Monthly house rent,3380.29,304.07
2024-05-24,Rent,Gpay,Monthly house rent,1980.57,75.14
2024-05-04,Travel,Gpay,Transportation,2013.27,199.97
2024-05-06,Groceries,Debit_card,Monthly groceries,7007.15,558.92
2024-05-10,Rent,Paypal,Monthly house rent,1492.01,5.6
2024-05-24,Insurance,Credit_card,Life,2861.42,195.92
2024-05-27,Utilities,Paytm,Electricity bill,8524.98,753.41
2024-05-25,Subscription,Credit_card,Netflix,4779.53,162.59
2024-05-11,Utilities,Visa,Electricity bill,1832.71,57.19
2024-05-23,Travel,Credit_card,Transportation,5933.85,11.9
2024-05-07,Utilities,Credit_card,Electricity bill,3626.88,274.2
2024-05-18,Rent,Debit_card,Monthly house rent,2615.6,22.44
2024-05-06,Utilities,Debit_card,Electricity bill,9714.57,243.68
2024-05-10,Groceries,Paytm,Monthly groceries,8697.01,558.93
2024-05-07,Groceries,Debit_card,Monthly groceries,3959.48,44.65
2024-05-15,Utilities,Debit_card,Water bill,1643.93,46.73
2024-05-19,Utilities,Paypal,Internet bill,8326.23,649.06
2024-05-26,Subscription,Debit_card,Netflix,6183.22,436.41
2024-05-08,Utilities,Visa,Internet bill,7669.8,604.83
2024-05-28,Travel,Cash,Accommodation,3696.94,369.57
2024-05-28,Subscription,Paypal,Netflix,2517.38,193.73
2024-05-14,Rent,Bank_transfer,Monthly house rent,7294.07,206.21
2024-05-17,Travel,Visa,Flights,1720.0,163.62
2024-05-02,Groceries,Gpay,Monthly groceries,4993.6,65.37
2024-05-29,Travel,Paypal,Flights,6015.43,346.27
2024-05-13,Travel,Cash,Flights,4619.76,405.45
2024-05-09,Travel,Cash,Flights,2362.26,57.48
2024-05-04,Insurance,Check,Car,5501.25,187.82
2024-05-11,Utilities,Credit_card,Water bill,9467.2,445.47
2024-05-11,Rent,Debit_card,Monthly house rent,3942.74,209.19
2024-05-05,Entertainment,Credit_card,Went to movies,1158.81,4.97
2024-05-15,Groceries,Gpay,Monthly groceries,6683.08,222.91
2024-05-12,Entertainment,Bank_transfer,Tour,7241.74,434.28
2024-05-14,Utilities,Paypal,Internet bill,4456.08,266.56
2024-05-18,Utilities,Bank_transfer,Water bill,7852.41,759.35
2024-05-28,Travel,Paypal,Flights,3669.74,149.32
2024-05-21,Rent,Cash,Monthly house rent,6979.32,695.81
2024-05-05,Utilities,Bank_transfer,Water bill,9479.41,115.37
2024-05-13,Utilities,Debit_card,Internet bill,8621.88,241.91
2024-05-24,Utilities,Check,Water bill,2962.41,171.52
2024-05-17,Subscription,Paypal,Netflix,9569.37,117.02
2024-05-16,Rent,Paytm,Monthly house rent,2960.19,95.23
2024-05-22,Rent,Paypal,Monthly house rent,2703.73,99.86
2024-05-02,Groceries,Visa,Monthly groceries,2661.98,253.57
2024-05-24,Groceries,Bank_transfer,Monthly groceries,9252.43,640.27
2024-05-18,Subscription,Bank_transfer,Netflix,1392.66,115.38
2024-05-15,Utilities,Paypal,Internet bill,8827.01,205.14
2024-05-19,Subscription,Credit_card,Netflix,2053.36,42.22
2024-05-28,Utilities,Cash,Electricity bill,1265.9,77.69
2024-05-12,Utilities,Paypal,Electricity bill,6368.81,178.24
2024-05-17,Utilities,Check,Internet bill,9398.4,150.53
2024-05-04,Groceries,Paypal,Monthly groceries,1919.99,30.71
2024-05-21,Travel,Gpay,Transportation,5094.31,345.05
2024-05-24,Rent,Gpay,Monthly house rent,9434.71,419.72
2024-05-09,Travel,Debit_card,Transportation,9716.48,761.87
2024-05-28,Utilities,Credit_card,Electricity bill,5735.79,277.91
2024-05-07,Entertainment,Bank_transfer,Tour,6693.23,373.31
2024-05-05,Utilities,Credit_card,Water bill,8264.91,817.08
2024-05-14,Utilities,Bank_transfer,Water bill,1063.06,97.85
2024-05-28,Travel,Paytm,Accommodation,1617.48,142.24
2024-05-25,Rent,Bank_transfer,Monthly house rent,1343.03,12.74
2024-05-09,Rent,Cash,Monthly house rent,9759.03,427.45
2024-05-27,Travel,Visa,Accommodation,2845.6,56.56
2024-05-20,Insurance,Credit_card,Life,4107.47,157.68
2024-05-14,Subscription,Paypal,Netflix,3761.52,130.12
2024-05-17,Rent,Gpay,Monthly house rent,9981.8,954.84
2024-05-16,Groceries,Paypal,Monthly groceries,9918.22,746.99
2024-05-02,Groceries,Bank_transfer,Monthly groceries,7373.42,187.62
2024-05-03,Rent,Bank_transfer,Monthly house rent,2209.51,43.15
2024-05-06,Entertainment,Check,Day off,3535.14,60.4
2024-05-24,Travel,Gpay,Transportation,5020.93,198.28
2024-05-02,Groceries,Check,Monthly groceries,3977.34,266.4
2024-05-20,Rent,Bank_transfer,Monthly house rent,7127.57,450.53
2024-05-16,Entertainment,Gpay,Day off,9355.6,668.9
2024-05-30,Travel,Bank_transfer,Accommodation,2961.57,274.97
2024-05-28,Subscription,Credit_card,Amazon Prime,1988.62,8.9
2024-05-09,Subscription,Paypal,Netflix,4233.2,177.68
2024-05-20,Travel,Paypal,Flights,7128.98,491.22
2024-05-10,Travel,Check,Accommodation,4785.22,382.47
2024-05-10,Groceries,Gpay,Monthly groceries,3019.78,105.22
2024-05-09,Travel,Paytm,Accommodation,8307.44,483.2
2024-05-05,Rent,Cash,Monthly house rent,5787.25,43.91
2024-05-01,Travel,Gpay,Transportation,4006.65,271.02
2024-05-19,Groceries,Credit_card,Monthly groceries,4478.84,115.67
2024-05-21,Entertainment,Gpay,Day off,9834.43,324.92
2024-05-24,Travel,Gpay,Flights,6749.31,373.51
2024-05-20,Subscription,Cash,Netflix,6476.48,365.33
2024-05-02,Travel,Credit_card,Transportation,5503.48,176.24
2024-05-21,Insurance,Cash,Life,1533.74,86.11
2024-05-23,Travel,Gpay,Transportation,6443.43,448.34
2024-05-27,Subscription,Bank_transfer,Amazon Prime,6014.15,513.03
2024-05-27,Utilities,Visa,Electricity bill,2017.99,96.65
2024-05-30,Travel,Paypal,Accommodation,7428.26,643.47
2024-05-03,Utilities,Visa,Electricity bill,1273.41,39.87
2024-05-13,Rent,Debit_card,Monthly house rent,8904.72,10.27
2024-05-12,Groceries,Paytm,Monthly groceries,1180.59,74.76
2024-05-22,Subscription,Paytm,Amazon Prime,7827.24,46.93
2024-05-26,Entertainment,Gpay,Went to movies,7970.85,521.16
2024-05-17,Utilities,Debit_card,Internet bill,6069.64,368.56
2024-05-29,Travel,Credit_card,Accommodation,8813.44,678.76
2024-05-24,Entertainment,Check,Went to movies,3943.99,187.27
2024-05-23,Entertainment,Cash,Tour,5381.97,215.35
2024-05-14,Subscription,Check,Amazon Prime,1490.57,59.17
2024-05-11,Utilities,Check,Electricity bill,7112.3,328.63
2024-05-07,Entertainment,Bank_transfer,Day off,7584.32,482.02
2024-05-26,Subscription,Debit_card,Netflix,9143.35,702.03
2024-05-30,Insurance,Check,Life,7506.09,37.57
2024-05-13,Travel,Cash,Transportation,4282.34,215.32
2024-05-12,Entertainment,Visa,Day off,4629.9,292.96
2024-05-29,Subscription,Bank_transfer,Netflix,2388.74,168.52
2024-05-16,Groceries,Check,Monthly groceries,9500.72,652.8
2024-05-13,Travel,Paypal,Accommodation,8255.66,426.84
2024-05-14,Travel,Gpay,Flights,5322.35,351.63
2024-05-11,Insurance,Visa,Life,2781.55,8.91
2024-05-30,Insurance,Gpay,Life,5721.89,262.77
2024-05-04,Subscription,Cash,Amazon Prime,1733.54,124.52
2024-05-26,Rent,Gpay,Monthly house rent,5849.14,470.02
2024-05-25,Travel,Visa,Flights,2498.32,36.64
2024-05-02,Utilities,Check,Electricity bill,2123.69,101.16
2024-05-26,Insurance,Visa,Life,2920.91,182.53
2024-05-30,Rent,Debit_card,Monthly house rent,5782.48,250.31
2024-05-07,Rent,Visa,Monthly house rent,8221.1,154.5
2024-05-11,Subscription,Debit_card,Amazon Prime,2196.99,158.29
2024-05-04,Groceries,Check,Monthly groceries,2423.65,190.63
2024-05-19,Groceries,Gpay,Monthly groceries,8900.77,434.66
2024-05-04,Groceries,Credit_card,Monthly groceries,1166.08,72.49
2024-05-24,Subscription,Debit_card,Netflix,7615.0,344.65
2024-05-05,Travel,Paytm,Accommodation,5252.47,378.83
2024-05-06,Utilities,Visa,Water bill,4958.87,422.87
2024-05-08,Rent,Cash,Monthly house rent,9244.39,671.64
2024-06-19,Entertainment,Cash,Went to movies,6909.56,265.09
2024-06-11,Insurance,Paypal,Life,4474.07,151.15
2024-06-12,Entertainment,Debit_card,Went to movies,3522.72,342.3
2024-06-19,Utilities,Debit_card,Internet bill,9405.26,453.1
2024-06-14,Entertainment,Gpay,Tour,4337.11,86.86
2024-06-18,Rent,Cash,Monthly house rent,2119.15,72.47
2024-06-07,Travel,Gpay,Accommodation,5885.45,413.8
2024-06-02,Entertainment,Debit_card,Day off,1000.49,93.49
2024-06-09,Travel,Bank_transfer,Accommodation,7941.94,517.78
2024-06-23,Entertainment,Paytm,Tour,8091.67,637.35
2024-06-19,Utilities,Check,Water bill,1295.8,124.0
2024-06-14,Insurance,Bank_transfer,Life,6131.09,343.4
2024-06-18,Subscription,Credit_card,Amazon Prime,8322.16,830.43
2024-06-05,Subscription,Paytm,Amazon Prime,5736.06,381.5
2024-06-24,Entertainment,Cash,Day off,9654.93,901.45
2024-06-19,Utilities,Visa,Internet bill,5314.55,279.59
2024-06-08,Entertainment,Credit_card,Day off,5133.45,197.13
2024-06-05,Rent,Cash,Monthly house rent,5041.09,58.87
2024-06-24,Insurance,Check,Life,9044.29,250.83
2024-06-11,Insurance,Paytm,Car,3229.58,313.77
2024-06-14,Utilities,Debit_card,Internet bill,3120.76,122.87
2024-06-10,Groceries,Bank_transfer,Monthly groceries,6695.46,348.31
2024-06-05,Subscription,Cash,Amazon Prime,5116.41,117.18
2024-06-25,Subscription,Paytm,Netflix,6019.55,284.83
2024-06-14,Groceries,Gpay,Monthly groceries,4004.63,309.68
2024-06-01,Travel,Paytm,Transportation,6099.37,49.41
2024-06-17,Insurance,Gpay,Car,1425.22,122.24
2024-06-17,Entertainment,Cash,Went to movies,1933.96,89.03
2024-06-26,Rent,Credit_card,Monthly house rent,4158.2,262.82
2024-06-29,Entertainment,Bank_transfer,Tour,3987.89,13.37
2024-06-21,Utilities,Gpay,Electricity bill,8227.43,237.57
2024-06-13,Travel,Visa,Accommodation,2048.9,103.85
2024-06-18,Subscription,Credit_card,Amazon Prime,8499.62,352.45
2024-06-22,Entertainment,Paypal,Day off,5227.41,443.0
2024-06-02,Subscription,Paytm,Amazon Prime,3097.12,102.6
2024-06-29,Insurance,Credit_card,Car,9910.77,332.21
2024-06-22,Entertainment,Cash,Day off,2818.2,203.57
2024-06-29,Travel,Credit_card,Accommodation,6528.68,266.74
2024-06-20,Entertainment,Cash,Tour,4787.71,439.49
2024-06-20,Groceries,Paytm,Monthly groceries,8524.16,272.28
2024-06-16,Entertainment,Bank_transfer,Went to movies,2455.44,129.5
2024-06-07,Insurance,Debit_card,Life,2715.71,174.53
2024-06-05,Travel,Debit_card,Flights,3897.31,185.34
2024-06-23,Subscription,Debit_card,Amazon Prime,3386.16,200.57
2024-06-13,Rent,Credit_card,Monthly house rent,4002.43,28.89
2024-06-04,Insurance,Visa,Car,3189.22,211.01
2024-06-26,Insurance,Paypal,Car,3082.04,54.11
2024-06-05,Travel,Bank_transfer,Flights,7575.69,502.32
2024-06-26,Utilities,Bank_transfer,Water bill,6554.45,648.59
2024-06-17,Utilities,Gpay,Internet bill,3179.71,162.86
2024-06-25,Rent,Bank_transfer,Monthly house rent,9965.3,784.97
2024-06-20,Groceries,Cash,Monthly groceries,9547.89,459.43
2024-06-28,Groceries,Visa,Monthly groceries,1461.36,125.86
2024-06-21,Utilities,Check,Water bill,8890.92,817.12
2024-06-22,Rent,Visa,Monthly house rent,2626.46,69.86
2024-06-09,Insurance,Visa,Car,3716.4,271.76
2024-06-21,Utilities,Cash,Internet bill,7569.23,389.71
2024-06-20,Insurance,Paypal,Life,6199.68,457.83
2024-06-14,Subscription,Debit_card,Amazon Prime,6183.42,80.37
2024-06-17,Insurance,Paytm,Car,1036.07,75.16
2024-06-09,Utilities,Paypal,Internet bill,9283.22,39.12
2024-06-06,Utilities,Check,Water bill,2055.44,141.38
2024-06-28,Groceries,Bank_transfer,Monthly groceries,6131.87,440.92
2024-06-02,Groceries,Paypal,Monthly groceries,9034.63,70.97
2024-06-24,Entertainment,Visa,Went to movies,7824.37,250.78
2024-06-20,Entertainment,Paypal,Tour,4568.36,69.55
2024-06-14,Rent,Paypal,Monthly house rent,1383.43,115.16
2024-06-13,Insurance,Bank_transfer,Life,9376.2,551.01
2024-06-16,Groceries,Credit_card,Monthly groceries,7555.78,205.49
2024-06-11,Insurance,Debit_card,Car,3809.81,16.31
2024-06-27,Insurance,Check,Life,1129.88,27.83
2024-06-22,Groceries,Gpay,Monthly groceries,4826.62,44.65
2024-06-18,Subscription,Check,Netflix,8688.2,325.99
2024-06-16,Rent,Credit_card,Monthly house rent,8929.9,51.46
2024-06-24,Insurance,Cash,Life,2875.24,20.34
2024-06-25,Groceries,Credit_card,Monthly groceries,2363.4,79.69
2024-06-19,Travel,Cash,Transportation,1388.25,38.25
2024-06-19,Insurance,Visa,Life,8133.99,445.28
2024-06-25,Subscription,Debit_card,Netflix,5075.31,309.29
2024-06-27,Utilities,Debit_card,Internet bill,7308.33,272.21
2024-06-13,Entertainment,Cash,Tour,1879.77,5.92
2024-06-11,Travel,Cash,Transportation,1394.37,13.7
2024-06-21,Groceries,Paypal,Monthly groceries,1012.76,37.05
2024-06-27,Utilities,Visa,Electricity bill,1457.15,58.7
2024-06-14,Utilities,Paytm,Water bill,9498.09,872.75
2024-06-26,Travel,Bank_transfer,Flights,5981.61,162.98
2024-06-23,Rent,Debit_card,Monthly house rent,3385.78,76.67
2024-06-08,Utilities,Visa,Internet bill,1690.63,136.45
2024-06-03,Utilities,Visa,Water bill,4479.93,385.66
2024-06-25,Groceries,Bank_transfer,Monthly groceries,1729.43,123.13
2024-06-03,Rent,Gpay,Monthly house rent,2707.18,182.04
2024-06-06,Utilities,Visa,Water bill,5702.27,335.04
2024-06-13,Travel,Credit_card,Flights,1533.34,97.27
2024-06-25,Entertainment,Paytm,Tour,1499.54,95.1
2024-06-26,Subscription,Gpay,Amazon Prime,5035.03,296.9
2024-06-27,Rent,Cash,Monthly house rent,4383.55,332.63
2024-06-03,Groceries,Check,Monthly groceries,1718.95,102.36
2024-06-28,Groceries,Gpay,Monthly groceries,2947.14,160.79
2024-06-01,Rent,Bank_transfer,Monthly house rent,8908.69,369.32
2024-06-14,Travel,Paypal,Accommodation,4216.65,129.34
2024-06-26,Insurance,Bank_transfer,Life,6143.69,514.59
2024-06-22,Travel,Cash,Flights,8684.13,198.88
2024-06-05,Rent,Paytm,Monthly house rent,2963.27,254.45
2024-06-19,Groceries,Bank_transfer,Monthly groceries,1648.68,107.07
2024-06-23,Entertainment,Visa,Tour,1571.28,94.19
2024-06-05,Subscription,Paypal,Amazon Prime,4034.33,338.15
2024-06-27,Travel,Debit_card,Transportation,8489.67,149.48
2024-06-23,Insurance,Debit_card,Car,4017.1,295.5
2024-06-25,Insurance,Debit_card,Car,5031.17,405.13
2024-06-15,Insurance,Debit_card,Life,9522.39,542.67
2024-06-16,Travel,Gpay,Accommodation,8152.44,144.03
2024-06-18,Groceries,Paypal,Monthly groceries,2297.34,14.47
2024-06-22,Groceries,Paytm,Monthly groceries,4780.15,368.89
2024-06-03,Utilities,Paytm,Internet bill,3436.96,306.51
2024-06-29,Utilities,Visa,Electricity bill,6852.4,507.08
2024-06-05,Entertainment,Paytm,Tour,6205.12,70.56
2024-06-03,Travel,Credit_card,Accommodation,4790.37,407.7
2024-06-03,Groceries,Cash,Monthly groceries,5439.18,474.24
2024-06-21,Utilities,Credit_card,Internet bill,3503.63,143.23
2024-06-09,Travel,Paytm,Transportation,9509.15,622.58
2024-06-15,Rent,Visa,Monthly house rent,3825.37,272.34
2024-06-29,Rent,Cash,Monthly house rent,7832.97,534.16
2024-06-02,Utilities,Paypal,Internet bill,5817.96,309.65
